GENDER,AGE_GRP,INCOME,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,MVMN,WEEKEND_INCLUDED,SEASON,TOTAL_COST,TRAVEL_COMPANIONS_NUM,TRAVEL_DAY,TOTAL_AMT,TOTAL_LODGE,TOTAL_MVMN,lat_start,lon_start,lat_dest,lon_dest
남,20,1,강원,강원,대중교통 등,1,가을,169590.0,1.0,3.0,93300.0,72990.0,3300.0,37.8853257858209,127.729829010354,37.8853257858209,127.729829010354
남,20,1,강원,경기,대중교통 등,1,여름,379750.0,3.0,3.0,207900.0,170000.0,1850.0,37.8853257858209,127.729829010354,37.2749769872425,127.00892996953
남,20,1,강원,서울,대중교통 등,0,가을,51950.0,0.0,2.0,37000.0,0.0,14950.0,37.8853257858209,127.729829010354,37.566826004661,126.978652258309
남,20,1,강원,서울,대중교통 등,0,여름,130020.0,0.0,3.0,74800.0,0.0,55220.0,37.8853257858209,127.729829010354,37.566826004661,126.978652258309
남,20,1,경기,강원,렌탈,0,여름,725350.0,1.0,4.0,189050.0,134900.0,401400.0,37.2749769872425,127.00892996953,37.8853257858209,127.729829010354
남,20,1,경기,강원,렌탈,1,여름,515340.0,1.0,3.0,276040.0,85500.0,153800.0,37.2749769872425,127.00892996953,37.8853257858209,127.729829010354
남,20,1,경기,강원,자가용,0,여름,327125.0,1.0,4.0,127900.0,111000.0,88225.0,37.2749769872425,127.00892996953,37.8853257858209,127.729829010354
남,20,1,경기,강원,자가용,1,가을,453295.0,1.0,4.0,81000.0,297295.0,75000.0,37.2749769872425,127.00892996953,37.8853257858209,127.729829010354
남,20,1,경기,강원,자가용,1,여름,547300.0,4.0,3.0,297800.0,215000.0,34500.0,37.2749769872425,127.00892996953,37.8853257858209,127.729829010354
남,20,1,경기,경기,대중교통 등,1,가을,108626.666666667,0.533333333333333,2.66666666666667,84740.0,12000.0,11886.6666666667,37.2749769872425,127.00892996953,37.2749769872425,127.00892996953
남,20,1,경기,경기,렌탈,0,가을,76000.0,1.0,2.0,51000.0,0.0,25000.0,37.2749769872425,127.00892996953,37.2749769872425,127.00892996953
남,20,1,경기,경기,자가용,1,가을,49000.0,0.0,2.0,14000.0,0.0,35000.0,37.2749769872425,127.00892996953,37.2749769872425,127.00892996953
남,20,1,경기,경남,자가용,1,가을,154900.0,1.0,2.0,19000.0,0.0,135900.0,37.2749769872425,127.00892996953,35.2377742104522,128.69189688916
남,20,1,경기,경북,렌탈,1,가을,341700.0,1.0,3.0,144000.0,0.0,197700.0,37.2749769872425,127.00892996953,36.5759962255808,128.505799255401
남,20,1,경기,대전,대중교통 등,1,가을,115860.0,0.0,2.6,36340.0,0.0,79520.0,37.2749769872425,127.00892996953,36.3505388992836,127.38483484675
남,20,1,경기,대전,자가용,1,여름,192500.0,1.0,3.0,79500.0,63000.0,50000.0,37.2749769872425,127.00892996953,36.3505388992836,127.38483484675
남,20,1,경기,부산,대중교통 등,1,가을,149960.0,0.0,3.0,73360.0,0.0,76600.0,37.2749769872425,127.00892996953,35.1798200522868,129.075087492149
남,20,1,경기,부산,대중교통 등,1,여름,210500.0,1.0,3.0,48000.0,90000.0,72500.0,37.2749769872425,127.00892996953,35.1798200522868,129.075087492149
남,20,1,경기,서울,대중교통 등,0,가을,125743.75,0.9375,2.9375,117043.75,0.0,8700.0,37.2749769872425,127.00892996953,37.566826004661,126.978652258309
남,20,1,경기,서울,대중교통 등,1,가을,168208.333333333,0.291666666666667,2.33333333333333,41662.5,83333.3333333333,43212.5,37.2749769872425,127.00892996953,37.566826004661,126.978652258309
남,20,1,경기,서울,렌탈,0,가을,24590.0,0.0,2.0,14390.0,0.0,10200.0,37.2749769872425,127.00892996953,37.566826004661,126.978652258309
남,20,1,경기,서울,자가용,1,가을,60150.0,1.0,2.0,31500.0,0.0,28650.0,37.2749769872425,127.00892996953,37.566826004661,126.978652258309
남,20,1,경기,인천,대중교통 등,0,가을,52291.0,0.0,3.0,19500.0,28541.0,4250.0,37.2749769872425,127.00892996953,37.4560044656444,126.705258070068
남,20,1,경기,인천,자가용,1,여름,727293.0,4.0,3.0,534450.0,142843.0,50000.0,37.2749769872425,127.00892996953,37.4560044656444,126.705258070068
남,20,1,경기,전남,대중교통 등,1,여름,405200.0,0.0,3.0,212200.0,0.0,193000.0,37.2749769872425,127.00892996953,34.8160821478848,126.462788333376
남,20,1,경기,전북,대중교통 등,1,가을,351233.0,1.0,3.0,195800.0,149033.0,6400.0,37.2749769872425,127.00892996953,35.8201963639272,127.108976712011
남,20,1,경기,제주,대중교통 등,1,가을,156776.666666667,0.0,5.46666666666667,60000.0,23133.3333333333,73643.3333333333,37.2749769872425,127.00892996953,33.4889179032603,126.498229141199
남,20,1,경기,제주,대중교통 등,1,여름,1094406.47727273,1.0,5.0,421877.840909091,292272.727272727,380255.909090909,37.2749769872425,127.00892996953,33.4889179032603,126.498229141199
남,20,1,경기,제주,렌탈,1,가을,619591.486486487,0.858108108108108,5.52027027027027,282452.027027027,168297.567567568,168841.891891892,37.2749769872425,127.00892996953,33.4889179032603,126.498229141199
남,20,1,경기,제주,렌탈,1,여름,2064694.0,4.0,6.0,978044.0,342900.0,743750.0,37.2749769872425,127.00892996953,33.4889179032603,126.498229141199
남,20,1,경기,충남,대중교통 등,1,가을,31900.0,0.0,2.0,23900.0,0.0,8000.0,37.2749769872425,127.00892996953,36.6588292532864,126.672776193822
남,20,1,경기,충남,렌탈,1,가을,306180.0,1.0,3.0,91500.0,65000.0,149680.0,37.2749769872425,127.00892996953,36.6588292532864,126.672776193822
남,20,1,경기,충남,자가용,1,가을,77800.0,1.0,2.0,60500.0,0.0,17300.0,37.2749769872425,127.00892996953,36.6588292532864,126.672776193822
남,20,1,경기,충북,대중교통 등,1,가을,145750.0,0.0,2.0,118300.0,0.0,27450.0,37.2749769872425,127.00892996953,36.6353581959954,127.491457326501
남,20,1,경남,경남,대중교통 등,1,가을,70600.0,1.0,2.0,30300.0,0.0,40300.0,35.2377742104522,128.69189688916,35.2377742104522,128.69189688916
남,20,1,경남,경북,자가용,0,여름,1093800.0,12.0,3.0,531600.0,390000.0,172200.0,35.2377742104522,128.69189688916,36.5759962255808,128.505799255401
남,20,1,경남,경북,자가용,1,가을,63500.0,1.0,2.0,10000.0,0.0,53500.0,35.2377742104522,128.69189688916,36.5759962255808,128.505799255401
남,20,1,경남,대구,대중교통 등,1,가을,121000.0,0.0,4.0,93500.0,0.0,27500.0,35.2377742104522,128.69189688916,35.8713802646197,128.601805491072
남,20,1,경남,부산,대중교통 등,0,가을,57500.0,0.0,2.0,53550.0,0.0,3950.0,35.2377742104522,128.69189688916,35.1798200522868,129.075087492149
남,20,1,경남,부산,대중교통 등,0,여름,28780.0,0.0,4.0,0.0,0.0,28780.0,35.2377742104522,128.69189688916,35.1798200522868,129.075087492149
남,20,1,경남,부산,대중교통 등,1,가을,191830.0,1.0,3.0,71730.0,95000.0,25100.0,35.2377742104522,128.69189688916,35.1798200522868,129.075087492149
남,20,1,경남,서울,대중교통 등,1,가을,370220.0,1.0,4.0,182020.0,105000.0,83200.0,35.2377742104522,128.69189688916,37.566826004661,126.978652258309
남,20,1,경남,서울,대중교통 등,1,여름,80000.0,3.0,4.0,0.0,0.0,80000.0,35.2377742104522,128.69189688916,37.566826004661,126.978652258309
남,20,1,경남,서울,렌탈,1,가을,326600.0,0.0,4.0,244000.0,0.0,82600.0,35.2377742104522,128.69189688916,37.566826004661,126.978652258309
남,20,1,경남,전남,자가용,1,가을,244500.0,3.0,3.0,132000.0,60000.0,52500.0,35.2377742104522,128.69189688916,34.8160821478848,126.462788333376
남,20,1,경남,전북,대중교통 등,1,여름,182900.0,0.0,3.0,37100.0,27000.0,118800.0,35.2377742104522,128.69189688916,35.8201963639272,127.108976712011
남,20,1,경남,제주,대중교통 등,1,가을,259000.0,0.0,7.19512195121951,154463.414634146,71024.3902439024,33512.1951219512,35.2377742104522,128.69189688916,33.4889179032603,126.498229141199
남,20,1,경남,제주,렌탈,1,여름,5215800.0,12.0,8.0,1865800.0,1130000.0,2220000.0,35.2377742104522,128.69189688916,33.4889179032603,126.498229141199
남,20,1,경북,강원,자가용,1,가을,206427.0,1.0,3.0,74500.0,125927.0,6000.0,36.5759962255808,128.505799255401,37.8853257858209,127.729829010354
남,20,1,경북,경기,대중교통 등,1,가을,134200.0,0.0,3.0,18000.0,13000.0,103200.0,36.5759962255808,128.505799255401,37.2749769872425,127.00892996953
남,20,1,경북,경북,대중교통 등,1,여름,591020.0,1.0,3.0,203100.0,160000.0,227920.0,36.5759962255808,128.505799255401,36.5759962255808,128.505799255401
남,20,1,경북,경북,자가용,1,가을,176440.0,0.0,3.0,47000.0,95890.0,33550.0,36.5759962255808,128.505799255401,36.5759962255808,128.505799255401
남,20,1,경북,부산,대중교통 등,1,가을,276525.0,0.0,2.0,124600.0,104250.0,47675.0,36.5759962255808,128.505799255401,35.1798200522868,129.075087492149
남,20,1,경북,서울,대중교통 등,1,가을,280228.571428571,0.571428571428571,3.57142857142857,184028.571428571,51428.5714285714,44771.4285714286,36.5759962255808,128.505799255401,37.566826004661,126.978652258309
남,20,1,경북,제주,자가용,1,가을,1466000.0,3.0,6.0,724840.0,263460.0,477700.0,36.5759962255808,128.505799255401,33.4889179032603,126.498229141199
남,20,1,광주,대구,대중교통 등,1,가을,84500.0,1.0,2.0,53100.0,0.0,31400.0,37.4293941934866,127.255138719721,35.8713802646197,128.601805491072
남,20,1,광주,대전,대중교통 등,0,가을,53400.0,0.0,2.0,41400.0,0.0,12000.0,37.4293941934866,127.255138719721,36.3505388992836,127.38483484675
남,20,1,광주,부산,대중교통 등,1,여름,533400.0,1.0,4.0,405800.0,122100.0,5500.0,37.4293941934866,127.255138719721,35.1798200522868,129.075087492149
남,20,1,광주,서울,대중교통 등,1,가을,283600.0,1.0,3.0,175000.0,0.0,108600.0,37.4293941934866,127.255138719721,37.566826004661,126.978652258309
남,20,1,광주,전북,대중교통 등,1,가을,260100.0,1.0,3.0,137800.0,45000.0,77300.0,37.4293941934866,127.255138719721,35.8201963639272,127.108976712011
남,20,1,광주,전북,자가용,1,가을,101120.0,0.2,2.0,55920.0,0.0,45200.0,37.4293941934866,127.255138719721,35.8201963639272,127.108976712011
남,20,1,광주,제주,렌탈,1,가을,336495.0,0.0,6.0,134300.0,11000.0,191195.0,37.4293941934866,127.255138719721,33.4889179032603,126.498229141199
남,20,1,광주,제주,렌탈,1,여름,1119520.0,2.0,7.0,502970.0,390000.0,226550.0,37.4293941934866,127.255138719721,33.4889179032603,126.498229141199
남,20,1,대구,강원,대중교통 등,1,여름,719300.0,2.0,3.0,357000.0,290000.0,72300.0,35.8713802646197,128.601805491072,37.8853257858209,127.729829010354
남,20,1,대구,경기,자가용,1,가을,155800.0,0.0,2.0,59800.0,0.0,96000.0,35.8713802646197,128.601805491072,37.2749769872425,127.00892996953
남,20,1,대구,경남,대중교통 등,1,가을,66500.0,1.0,2.0,14000.0,0.0,52500.0,35.8713802646197,128.601805491072,35.2377742104522,128.69189688916
남,20,1,대구,경남,자가용,0,가을,55790.0,0.0,2.0,3800.0,0.0,51990.0,35.8713802646197,128.601805491072,35.2377742104522,128.69189688916
남,20,1,대구,경북,대중교통 등,1,가을,187050.0,1.0,3.0,87650.0,60000.0,39400.0,35.8713802646197,128.601805491072,36.5759962255808,128.505799255401
남,20,1,대구,경북,자가용,1,가을,119894.666666667,1.5,2.375,66795.8333333333,0.0,53098.8333333333,35.8713802646197,128.601805491072,36.5759962255808,128.505799255401
남,20,1,대구,부산,대중교통 등,1,가을,114155.0,0.40625,2.5625,74417.5,14531.25,25206.25,35.8713802646197,128.601805491072,35.1798200522868,129.075087492149
남,20,1,대구,서울,대중교통 등,0,여름,250685.0,1.0,5.0,87060.0,99825.0,63800.0,35.8713802646197,128.601805491072,37.566826004661,126.978652258309
남,20,1,대구,울산,대중교통 등,1,가을,161700.0,1.0,3.0,82600.0,25000.0,54100.0,35.8713802646197,128.601805491072,35.5395955247058,129.311603446508
남,20,1,대구,전북,대중교통 등,1,가을,257957.0,1.0,3.0,173500.0,62000.0,22457.0,35.8713802646197,128.601805491072,35.8201963639272,127.108976712011
남,20,1,대구,제주,대중교통 등,1,가을,152900.0,0.0,5.0,68700.0,0.0,84200.0,35.8713802646197,128.601805491072,33.4889179032603,126.498229141199
남,20,1,대구,제주,렌탈,1,여름,933880.0,1.0,5.0,335760.0,193620.0,404500.0,35.8713802646197,128.601805491072,33.4889179032603,126.498229141199
남,20,1,대전,서울,대중교통 등,1,가을,194433.333333333,1.0,2.66666666666667,110433.333333333,0.0,84000.0,36.3505388992836,127.38483484675,37.566826004661,126.978652258309
남,20,1,대전,서울,대중교통 등,1,여름,582906.153846154,1.0,3.76923076923077,134884.615384615,378775.384615385,69246.1538461538,36.3505388992836,127.38483484675,37.566826004661,126.978652258309
남,20,1,대전,인천,자가용,1,가을,236800.0,1.0,3.0,134400.0,0.0,102400.0,36.3505388992836,127.38483484675,37.4560044656444,126.705258070068
남,20,1,대전,제주,대중교통 등,0,가을,329550.0,0.0,5.0,152300.0,74000.0,103250.0,36.3505388992836,127.38483484675,33.4889179032603,126.498229141199
남,20,1,대전,제주,대중교통 등,1,가을,246620.0,0.0,4.0,144100.0,50057.0,52463.0,36.3505388992836,127.38483484675,33.4889179032603,126.498229141199
남,20,1,대전,충북,렌탈,1,가을,94195.0,1.0,2.0,0.0,0.0,94195.0,36.3505388992836,127.38483484675,36.6353581959954,127.491457326501
남,20,1,부산,경남,대중교통 등,1,가을,193400.0,1.0,3.0,116400.0,0.0,77000.0,35.1798200522868,129.075087492149,35.2377742104522,128.69189688916
남,20,1,부산,경남,렌탈,0,여름,239136.363636364,2.63636363636364,3.0,96145.4545454545,34545.4545454545,108445.454545455,35.1798200522868,129.075087492149,35.2377742104522,128.69189688916
남,20,1,부산,경남,자가용,1,가을,445741.282051282,7.79487179487179,3.0,200228.461538462,15384.6153846154,230128.205128205,35.1798200522868,129.075087492149,35.2377742104522,128.69189688916
남,20,1,부산,광주,자가용,1,가을,207000.0,0.0,3.0,118000.0,55000.0,34000.0,35.1798200522868,129.075087492149,37.4293941934866,127.255138719721
남,20,1,부산,대구,렌탈,1,가을,243770.0,1.0,3.0,130500.0,58920.0,54350.0,35.1798200522868,129.075087492149,35.8713802646197,128.601805491072
남,20,1,부산,서울,대중교통 등,1,가을,175200.0,0.0,3.0,67100.0,36000.0,72100.0,35.1798200522868,129.075087492149,37.566826004661,126.978652258309
남,20,1,부산,전남,대중교통 등,1,가을,777200.0,1.0,3.0,484000.0,200000.0,93200.0,35.1798200522868,129.075087492149,34.8160821478848,126.462788333376
남,20,1,부산,제주,렌탈,1,가을,521211.0,0.0,5.0,199500.0,90000.0,231711.0,35.1798200522868,129.075087492149,33.4889179032603,126.498229141199
남,20,1,서울,강원,대중교통 등,1,여름,233050.0,0.0,4.0,73050.0,160000.0,0.0,37.566826004661,126.978652258309,37.8853257858209,127.729829010354
남,20,1,서울,강원,자가용,1,가을,511498.918918919,0.918918918918919,3.0,212977.297297297,212351.351351351,86170.2702702703,37.566826004661,126.978652258309,37.8853257858209,127.729829010354
남,20,1,서울,강원,자가용,1,여름,243770.0,2.0,3.0,127236.666666667,36000.0,80533.3333333333,37.566826004661,126.978652258309,37.8853257858209,127.729829010354
남,20,1,서울,경기,대중교통 등,0,가을,95900.0,1.0,2.0,88950.0,0.0,6950.0,37.566826004661,126.978652258309,37.2749769872425,127.00892996953
남,20,1,서울,경기,대중교통 등,0,여름,64200.0,1.0,2.0,58000.0,0.0,6200.0,37.566826004661,126.978652258309,37.2749769872425,127.00892996953
남,20,1,서울,경기,대중교통 등,1,가을,146557.272727273,0.818181818181818,2.95454545454545,90134.5454545455,44090.9090909091,12331.8181818182,37.566826004661,126.978652258309,37.2749769872425,127.00892996953
남,20,1,서울,경기,대중교통 등,1,여름,124200.0,3.0,2.0,120200.0,0.0,4000.0,37.566826004661,126.978652258309,37.2749769872425,127.00892996953
남,20,1,서울,경기,렌탈,1,가을,319867.705882353,1.0,3.0,126545.941176471,56470.5882352941,136851.176470588,37.566826004661,126.978652258309,37.2749769872425,127.00892996953
남,20,1,서울,경기,자가용,0,여름,61200.0,1.0,2.0,54000.0,0.0,7200.0,37.566826004661,126.978652258309,37.2749769872425,127.00892996953
남,20,1,서울,경기,자가용,1,가을,129000.0,1.0,2.0,125000.0,0.0,4000.0,37.566826004661,126.978652258309,37.2749769872425,127.00892996953
남,20,1,서울,경기,자가용,1,여름,414100.0,3.0,3.0,134100.0,260000.0,20000.0,37.566826004661,126.978652258309,37.2749769872425,127.00892996953
남,20,1,서울,경남,대중교통 등,0,여름,296000.0,1.0,4.0,87800.0,40000.0,168200.0,37.566826004661,126.978652258309,35.2377742104522,128.69189688916
남,20,1,서울,경남,렌탈,1,여름,1958340.0,5.0,4.0,869840.0,500000.0,588500.0,37.566826004661,126.978652258309,35.2377742104522,128.69189688916
남,20,1,서울,경북,대중교통 등,0,여름,608400.0,2.0,4.0,239800.0,240000.0,128600.0,37.566826004661,126.978652258309,36.5759962255808,128.505799255401
남,20,1,서울,경북,렌탈,0,가을,394090.0,1.0,3.0,108490.0,60000.0,225600.0,37.566826004661,126.978652258309,36.5759962255808,128.505799255401
남,20,1,서울,경북,자가용,1,여름,719960.0,3.0,4.0,369960.0,320000.0,30000.0,37.566826004661,126.978652258309,36.5759962255808,128.505799255401
남,20,1,서울,광주,렌탈,1,여름,1053980.0,6.0,4.0,517880.0,158500.0,377600.0,37.566826004661,126.978652258309,37.4293941934866,127.255138719721
남,20,1,서울,대전,대중교통 등,0,여름,143800.0,1.0,3.0,113800.0,30000.0,0.0,37.566826004661,126.978652258309,36.3505388992836,127.38483484675
남,20,1,서울,대전,대중교통 등,1,가을,188030.0,1.0,4.0,124030.0,0.0,64000.0,37.566826004661,126.978652258309,36.3505388992836,127.38483484675
남,20,1,서울,울산,대중교통 등,1,가을,200000.0,1.0,3.0,79600.0,85400.0,35000.0,37.566826004661,126.978652258309,35.5395955247058,129.311603446508
남,20,1,서울,인천,대중교통 등,1,가을,275247.391304348,0.826086956521739,2.82608695652174,193704.347826087,58247.8260869565,23295.2173913043,37.566826004661,126.978652258309,37.4560044656444,126.705258070068
남,20,1,서울,인천,자가용,1,가을,531000.0,0.0,4.0,291000.0,170000.0,70000.0,37.566826004661,126.978652258309,37.4560044656444,126.705258070068
남,20,1,서울,전남,대중교통 등,1,가을,409500.0,1.0,3.0,77800.0,287000.0,44700.0,37.566826004661,126.978652258309,34.8160821478848,126.462788333376
남,20,1,서울,전남,대중교통 등,1,여름,660000.0,3.0,4.0,176000.0,296000.0,188000.0,37.566826004661,126.978652258309,34.8160821478848,126.462788333376
남,20,1,서울,전북,자가용,1,가을,338800.0,1.0,4.0,114800.0,70000.0,154000.0,37.566826004661,126.978652258309,35.8201963639272,127.108976712011
남,20,1,서울,제주,대중교통 등,1,가을,569110.859016393,0.895081967213115,5.79016393442623,211415.986885246,232255.868852459,125439.003278689,37.566826004661,126.978652258309,33.4889179032603,126.498229141199
남,20,1,서울,제주,렌탈,0,가을,389410.0,0.0,4.0,191000.0,0.0,198410.0,37.566826004661,126.978652258309,33.4889179032603,126.498229141199
남,20,1,서울,제주,렌탈,1,가을,1400691.93877551,1.97959183673469,4.0,512120.408163265,265392.346938776,623179.183673469,37.566826004661,126.978652258309,33.4889179032603,126.498229141199
남,20,1,서울,제주,자가용,0,가을,677900.0,1.0,4.0,265900.0,80000.0,332000.0,37.566826004661,126.978652258309,33.4889179032603,126.498229141199
남,20,1,서울,제주,자가용,1,가을,439887.857142857,2.35714285714286,5.0,339316.428571429,0.0,100571.428571429,37.566826004661,126.978652258309,33.4889179032603,126.498229141199
남,20,1,서울,제주,자가용,1,여름,844000.0,2.0,5.0,262800.0,67500.0,513700.0,37.566826004661,126.978652258309,33.4889179032603,126.498229141199
남,20,1,서울,충남,대중교통 등,1,가을,10860.0,0.0,2.0,4500.0,0.0,6360.0,37.566826004661,126.978652258309,36.6588292532864,126.672776193822
남,20,1,서울,충남,자가용,1,가을,305181.25,1.0,2.9375,144768.75,101250.0,59162.5,37.566826004661,126.978652258309,36.6588292532864,126.672776193822
남,20,1,세종,제주,렌탈,1,가을,990186.0,1.0,5.0,425650.0,138454.0,426082.0,36.4800649113762,127.289195324698,33.4889179032603,126.498229141199
남,20,1,울산,경북,대중교통 등,1,가을,606340.0,16.0,2.0,463500.0,0.0,142840.0,35.5395955247058,129.311603446508,36.5759962255808,128.505799255401
남,20,1,울산,부산,대중교통 등,0,여름,202640.0,3.0,4.0,177640.0,0.0,25000.0,35.5395955247058,129.311603446508,35.1798200522868,129.075087492149
남,20,1,인천,경기,대중교통 등,1,가을,70000.0,1.0,2.0,65400.0,0.0,4600.0,37.4560044656444,126.705258070068,37.2749769872425,127.00892996953
남,20,1,인천,부산,자가용,1,여름,224500.0,1.0,3.0,97800.0,53000.0,73700.0,37.4560044656444,126.705258070068,35.1798200522868,129.075087492149
남,20,1,인천,전남,대중교통 등,1,여름,164840.0,0.0,5.0,64300.0,88140.0,12400.0,37.4560044656444,126.705258070068,34.8160821478848,126.462788333376
남,20,1,인천,제주,렌탈,1,가을,1223200.0,3.0,4.0,374200.0,206000.0,643000.0,37.4560044656444,126.705258070068,33.4889179032603,126.498229141199
남,20,1,인천,충북,자가용,1,가을,73800.0,1.0,2.0,28800.0,0.0,45000.0,37.4560044656444,126.705258070068,36.6353581959954,127.491457326501
남,20,1,전남,전남,대중교통 등,0,여름,669700.0,7.0,3.0,167500.0,182000.0,320200.0,34.8160821478848,126.462788333376,34.8160821478848,126.462788333376
남,20,1,전남,전남,대중교통 등,1,가을,170700.0,1.0,3.0,63800.0,85000.0,21900.0,34.8160821478848,126.462788333376,34.8160821478848,126.462788333376
남,20,1,전북,서울,대중교통 등,1,여름,148000.0,1.0,3.0,88000.0,60000.0,0.0,35.8201963639272,127.108976712011,37.566826004661,126.978652258309
남,20,1,전북,전북,대중교통 등,0,가을,56600.0,0.0,3.0,26400.0,25000.0,5200.0,35.8201963639272,127.108976712011,35.8201963639272,127.108976712011
남,20,1,전북,전북,대중교통 등,1,가을,555806.153846154,4.61538461538461,2.92307692307692,242652.307692308,221538.461538462,91615.3846153846,35.8201963639272,127.108976712011,35.8201963639272,127.108976712011
남,20,1,전북,전북,렌탈,1,가을,89680.0,1.0,2.0,43800.0,0.0,45880.0,35.8201963639272,127.108976712011,35.8201963639272,127.108976712011
남,20,1,전북,전북,자가용,0,가을,88200.0,0.0,2.0,31900.0,0.0,56300.0,35.8201963639272,127.108976712011,35.8201963639272,127.108976712011
남,20,1,전북,전북,자가용,1,가을,54710.0,0.0,2.0,24710.0,0.0,30000.0,35.8201963639272,127.108976712011,35.8201963639272,127.108976712011
남,20,1,전북,제주,대중교통 등,0,여름,636500.0,1.0,5.0,232500.0,192000.0,212000.0,35.8201963639272,127.108976712011,33.4889179032603,126.498229141199
남,20,1,제주,경북,렌탈,0,가을,96540.0,1.0,2.0,38500.0,0.0,58040.0,33.4889179032603,126.498229141199,36.5759962255808,128.505799255401
남,20,1,제주,서울,대중교통 등,1,가을,231300.0,1.0,3.0,124500.0,86000.0,20800.0,33.4889179032603,126.498229141199,37.566826004661,126.978652258309
남,20,1,제주,서울,대중교통 등,1,여름,218500.0,1.0,4.0,163700.0,0.0,54800.0,33.4889179032603,126.498229141199,37.566826004661,126.978652258309
남,20,1,제주,제주,대중교통 등,1,가을,292620.0,0.0,5.71428571428571,148498.571428571,91714.2857142857,52407.1428571429,33.4889179032603,126.498229141199,33.4889179032603,126.498229141199
남,20,1,제주,제주,자가용,1,가을,1033420.0,1.0,4.0,360600.0,622820.0,50000.0,33.4889179032603,126.498229141199,33.4889179032603,126.498229141199
남,20,1,제주,충북,자가용,1,가을,753140.0,4.0,4.0,257140.0,381000.0,115000.0,33.4889179032603,126.498229141199,36.6353581959954,127.491457326501
남,20,1,충남,강원,대중교통 등,1,여름,550140.0,3.0,4.0,340940.0,155000.0,54200.0,36.6588292532864,126.672776193822,37.8853257858209,127.729829010354
남,20,1,충남,경기,대중교통 등,0,여름,174160.0,1.0,3.0,86660.0,60000.0,27500.0,36.6588292532864,126.672776193822,37.2749769872425,127.00892996953
남,20,1,충남,경기,렌탈,0,여름,1170610.0,5.0,3.0,401460.0,400000.0,369150.0,36.6588292532864,126.672776193822,37.2749769872425,127.00892996953
남,20,1,충남,경북,대중교통 등,1,가을,98000.0,1.0,2.0,14000.0,0.0,84000.0,36.6588292532864,126.672776193822,36.5759962255808,128.505799255401
남,20,1,충남,서울,자가용,1,가을,301650.0,1.0,3.0,212200.0,60000.0,29450.0,36.6588292532864,126.672776193822,37.566826004661,126.978652258309
남,20,1,충남,전남,대중교통 등,1,가을,149500.0,0.0,3.0,121800.0,0.0,27700.0,36.6588292532864,126.672776193822,34.8160821478848,126.462788333376
남,20,1,충남,전북,대중교통 등,1,여름,265500.0,0.0,3.0,131000.0,94500.0,40000.0,36.6588292532864,126.672776193822,35.8201963639272,127.108976712011
남,20,1,충남,전북,렌탈,1,가을,166243.0,1.0,3.0,48900.0,70000.0,47343.0,36.6588292532864,126.672776193822,35.8201963639272,127.108976712011
남,20,1,충남,제주,대중교통 등,1,여름,1910710.0,5.0,6.0,1485500.0,356500.0,68710.0,36.6588292532864,126.672776193822,33.4889179032603,126.498229141199
남,20,1,충남,충남,대중교통 등,1,가을,87200.0,0.0,2.0,80200.0,0.0,7000.0,36.6588292532864,126.672776193822,36.6588292532864,126.672776193822
남,20,1,충남,충남,자가용,0,가을,63000.0,1.0,2.0,63000.0,0.0,0.0,36.6588292532864,126.672776193822,36.6588292532864,126.672776193822
남,20,1,충남,충남,자가용,1,여름,255620.0,1.0,3.0,85820.0,90000.0,79800.0,36.6588292532864,126.672776193822,36.6588292532864,126.672776193822
남,20,1,충북,경기,대중교통 등,1,가을,253600.0,1.0,3.0,178800.0,25000.0,49800.0,36.6353581959954,127.491457326501,37.2749769872425,127.00892996953
남,20,1,충북,광주,대중교통 등,1,여름,192668.0,1.0,4.0,103500.0,29168.0,60000.0,36.6353581959954,127.491457326501,37.4293941934866,127.255138719721
남,20,1,충북,대전,자가용,1,가을,102100.0,1.57142857142857,2.0,73814.2857142857,0.0,28285.7142857143,36.6353581959954,127.491457326501,36.3505388992836,127.38483484675
남,20,1,충북,서울,대중교통 등,1,가을,127514.285714286,1.14285714285714,3.0,79671.4285714286,11528.5714285714,36314.2857142857,36.6353581959954,127.491457326501,37.566826004661,126.978652258309
남,20,1,충북,제주,렌탈,1,가을,1072234.0,3.0,5.0,89700.0,180000.0,802534.0,36.6353581959954,127.491457326501,33.4889179032603,126.498229141199
남,20,1,충북,충남,대중교통 등,1,가을,85200.0,1.0,3.0,85200.0,0.0,0.0,36.6353581959954,127.491457326501,36.6588292532864,126.672776193822
남,20,2,강원,강원,대중교통 등,0,가을,81300.0,0.0,3.0,54500.0,0.0,26800.0,37.8853257858209,127.729829010354,37.8853257858209,127.729829010354
남,20,2,강원,경남,대중교통 등,0,가을,132000.0,0.0,3.0,48400.0,0.0,83600.0,37.8853257858209,127.729829010354,35.2377742104522,128.69189688916
남,20,2,강원,서울,대중교통 등,0,가을,100100.0,0.0,2.0,75100.0,0.0,25000.0,37.8853257858209,127.729829010354,37.566826004661,126.978652258309
남,20,2,강원,서울,대중교통 등,1,가을,108400.0,1.0,2.0,72600.0,0.0,35800.0,37.8853257858209,127.729829010354,37.566826004661,126.978652258309
남,20,2,강원,충남,자가용,1,가을,271500.0,3.0,2.0,229000.0,0.0,42500.0,37.8853257858209,127.729829010354,36.6588292532864,126.672776193822
